id,linea_origen,estacion_origen,linea_destino,estacion_destino,ruta_lineas,estaciones_transbordo,num_transbordos,num_tramos_estacion,tiempo_en_tren_min,tiempo_caminata_transbordo_min,tiempo_espera_transbordo_min,espera_inicial_min,tiempo_total_estimado_min,ruta_estaciones,tipo_estimacion
702,1,Chapultepec,8,La Viga,1 > 8,Salto del Agua,1,9,22.95,3.0,3.0,3.0,31.95,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Doctores > Obrera > Chabacano > La Viga,Estimación modelada
703,1,Chapultepec,8,Santa Anita,1 > 8,Salto del Agua,1,10,25.73,3.0,3.0,3.0,34.73,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Doctores > Obrera > Chabacano > La Viga > Santa Anita,Estimación modelada
704,1,Chapultepec,8,Coyuya,1 > 8,Salto del Agua,1,11,28.51,3.0,3.0,3.0,37.51,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Doctores > Obrera > Chabacano > La Viga > Santa Anita > Coyuya,Estimación modelada
705,1,Chapultepec,8,Iztacalco,1 > 8,Salto del Agua,1,12,31.29,3.0,3.0,3.0,40.29,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Doctores > Obrera > Chabacano > La Viga > Santa Anita > Coyuya > Iztacalco,Estimación modelada
706,1,Chapultepec,8,Apatlaco,1 > 8,Salto del Agua,1,13,34.06,3.0,3.0,3.0,43.06,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Doctores > Obrera > Chabacano > La Viga > Santa Anita > Coyuya > Iztacalco > Apatlaco,Estimación modelada
707,1,Chapultepec,8,Aculco,1 > 8,Salto del Agua,1,14,36.84,3.0,3.0,3.0,45.84,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Doctores > Obrera > Chabacano > La Viga > Santa Anita > Coyuya > Iztacalco > Apatlaco > Aculco,Estimación modelada
708,1,Chapultepec,8,Escuadrón 201,1 > 8,Salto del Agua,1,15,39.62,3.0,3.0,3.0,48.62,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Doctores > Obrera > Chabacano > La Viga > Santa Anita > Coyuya > Iztacalco > Apatlaco > Aculco > Escuadrón 201,Estimación modelada
709,1,Chapultepec,8,Atlalilco,1 > 8,Salto del Agua,1,16,42.4,3.0,3.0,3.0,51.4,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Doctores > Obrera > Chabacano > La Viga > Santa Anita > Coyuya > Iztacalco > Apatlaco > Aculco > Escuadrón 201 > Atlalilco,Estimación modelada
710,1,Chapultepec,8,Iztapalapa,1 > 8,Salto del Agua,1,17,45.18,3.0,3.0,3.0,54.18,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Doctores > Obrera > Chabacano > La Viga > Santa Anita > Coyuya > Iztacalco > Apatlaco > Aculco > Escuadrón 201 > Atlalilco > Iztapalapa,Estimación modelada
711,1,Chapultepec,8,Cerro de la Estrella,1 > 8,Salto del Agua,1,18,47.95,3.0,3.0,3.0,56.95,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Doctores > Obrera > Chabacano > La Viga > Santa Anita > Coyuya > Iztacalco > Apatlaco > Aculco > Escuadrón 201 > Atlalilco > Iztapalapa > Cerro de la Estrella,Estimación modelada
712,1,Chapultepec,8,UAM-I,1 > 8,Salto del Agua,1,19,50.73,3.0,3.0,3.0,59.73,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Doctores > Obrera > Chabacano > La Viga > Santa Anita > Coyuya > Iztacalco > Apatlaco > Aculco > Escuadrón 201 > Atlalilco > Iztapalapa > Cerro de la Estrella > UAM-I,Estimación modelada
713,1,Chapultepec,8,Constitución de 1917,1 > 8,Salto del Agua,1,20,53.51,3.0,3.0,3.0,62.51,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Doctores > Obrera > Chabacano > La Viga > Santa Anita > Coyuya > Iztacalco > Apatlaco > Aculco > Escuadrón 201 > Atlalilco > Iztapalapa > Cerro de la Estrella > UAM-I > Constitución de 1917,Estimación modelada
714,1,Chapultepec,9,Tacubaya,1 > 9,Tacubaya,1,2,4.74,3.0,3.0,3.0,13.74,Chapultepec > Juanacatlán > Tacubaya,Estimación modelada
715,1,Chapultepec,9,Patriotismo,1 > 9,Tacubaya,1,3,8.01,3.0,3.0,3.0,17.01,Chapultepec > Juanacatlán > Tacubaya > Patriotismo,Estimación modelada
716,1,Chapultepec,9,Chilpancingo,1 > 9,Tacubaya,1,4,11.28,3.0,3.0,3.0,20.28,Chapultepec > Juanacatlán > Tacubaya > Patriotismo > Chilpancingo,Estimación modelada
717,1,Chapultepec,9,Centro Médico,1 > 9,Tacubaya,1,5,14.56,3.0,3.0,3.0,23.56,Chapultepec > Juanacatlán > Tacubaya > Patriotismo > Chilpancingo > Centro Médico,Estimación modelada
718,1,Chapultepec,9,Lázaro Cárdenas,1 > 9,Tacubaya,1,6,17.83,3.0,3.0,3.0,26.83,Chapultepec > Juanacatlán > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas,Estimación modelada
719,1,Chapultepec,9,Chabacano,1 > 9,Tacubaya,1,7,21.1,3.0,3.0,3.0,30.1,Chapultepec > Juanacatlán > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano,Estimación modelada
720,1,Chapultepec,9,Jamaica,1 > 9,Tacubaya,1,8,24.37,3.0,3.0,3.0,33.37,Chapultepec > Juanacatlán > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano > Jamaica,Estimación modelada
721,1,Chapultepec,9,Mixiuhca,1 > 9,Tacubaya,1,9,27.65,3.0,3.0,3.0,36.65,Chapultepec > Juanacatlán > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano > Jamaica > Mixiuhca,Estimación modelada
722,1,Chapultepec,9,Velódromo,1 > 9,Tacubaya,1,10,30.92,3.0,3.0,3.0,39.92,Chapultepec > Juanacatlán > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano > Jamaica > Mixiuhca > Velódromo,Estimación modelada
723,1,Chapultepec,9,Ciudad Deportiva,1 > 9,Tacubaya,1,11,34.19,3.0,3.0,3.0,43.19,Chapultepec > Juanacatlán > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano > Jamaica > Mixiuhca > Velódromo > Ciudad Deportiva,Estimación modelada
724,1,Chapultepec,9,Puebla,1 > 9,Tacubaya,1,12,37.46,3.0,3.0,3.0,46.46,Chapultepec > Juanacatlán > Tacubaya > Patriotismo > Chilpancingo > Centro Médico > Lázaro Cárdenas > Chabacano > Jamaica > Mixiuhca > Velódromo > Ciudad Deportiva > Puebla,Estimación modelada
725,1,Chapultepec,9,Pantitlán,1 > 9,Pantitlán,1,16,37.89,3.0,3.0,3.0,46.89,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena > Boulevard Puerto Aéreo > Gómez Farías > Zaragoza > Pantitlán,Estimación modelada
726,1,Chapultepec,A,Pantitlán,1 > A,Pantitlán,1,16,37.89,3.0,3.0,3.0,46.89,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena > Boulevard Puerto Aéreo > Gómez Farías > Zaragoza > Pantitlán,Estimación modelada
727,1,Chapultepec,A,Agrícola Oriental,1 > A,Pantitlán,1,17,41.23,3.0,3.0,3.0,50.23,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena > Boulevard Puerto Aéreo > Gómez Farías > Zaragoza > Pantitlán > Agrícola Oriental,Estimación modelada
728,1,Chapultepec,A,Canal de San Juan,1 > A,Pantitlán,1,18,44.56,3.0,3.0,3.0,53.56,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena > Boulevard Puerto Aéreo > Gómez Farías > Zaragoza > Pantitlán > Agrícola Oriental > Canal de San Juan,Estimación modelada
729,1,Chapultepec,A,Tepalcates,1 > A,Pantitlán,1,19,47.89,3.0,3.0,3.0,56.89,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena > Boulevard Puerto Aéreo > Gómez Farías > Zaragoza > Pantitlán > Agrícola Oriental > Canal de San Juan > Tepalcates,Estimación modelada
730,1,Chapultepec,A,Guelatao,1 > A,Pantitlán,1,20,51.23,3.0,3.0,3.0,60.23,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena > Boulevard Puerto Aéreo > Gómez Farías > Zaragoza > Pantitlán > Agrícola Oriental > Canal de San Juan > Tepalcates > Guelatao,Estimación modelada
731,1,Chapultepec,A,Peñón Viejo,1 > A,Pantitlán,1,21,54.56,3.0,3.0,3.0,63.56,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena > Boulevard Puerto Aéreo > Gómez Farías > Zaragoza > Pantitlán > Agrícola Oriental > Canal de San Juan > Tepalcates > Guelatao > Peñón Viejo,Estimación modelada
732,1,Chapultepec,A,Acatitla,1 > A,Pantitlán,1,22,57.89,3.0,3.0,3.0,66.89,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena > Boulevard Puerto Aéreo > Gómez Farías > Zaragoza > Pantitlán > Agrícola Oriental > Canal de San Juan > Tepalcates > Guelatao > Peñón Viejo > Acatitla,Estimación modelada
733,1,Chapultepec,A,Santa Marta,1 > A,Pantitlán,1,23,61.23,3.0,3.0,3.0,70.23,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena > Boulevard Puerto Aéreo > Gómez Farías > Zaragoza > Pantitlán > Agrícola Oriental > Canal de San Juan > Tepalcates > Guelatao > Peñón Viejo > Acatitla > Santa Marta,Estimación modelada
734,1,Chapultepec,A,Los Reyes,1 > A,Pantitlán,1,24,64.56,3.0,3.0,3.0,73.56,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena > Boulevard Puerto Aéreo > Gómez Farías > Zaragoza > Pantitlán > Agrícola Oriental > Canal de San Juan > Tepalcates > Guelatao > Peñón Viejo > Acatitla > Santa Marta > Los Reyes,Estimación modelada
735,1,Chapultepec,A,La Paz,1 > A,Pantitlán,1,25,67.89,3.0,3.0,3.0,76.89,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Moctezuma > Balbuena > Boulevard Puerto Aéreo > Gómez Farías > Zaragoza > Pantitlán > Agrícola Oriental > Canal de San Juan > Tepalcates > Guelatao > Peñón Viejo > Acatitla > Santa Marta > Los Reyes > La Paz,Estimación modelada
736,1,Chapultepec,B,Ciudad Azteca,1 > B,San Lázaro,1,24,52.38,3.0,3.0,3.0,61.38,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio > Oceanía > Deportivo Oceanía > Bosque de Aragón > Villa de Aragón > Nezahualcóyotl > Impulsora > Río de los Remedios > Múzquiz > Ecatepec > Olímpica > Plaza Aragón > Ciudad Azteca,Estimación modelada
737,1,Chapultepec,B,Plaza Aragón,1 > B,San Lázaro,1,23,50.33,3.0,3.0,3.0,59.33,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio > Oceanía > Deportivo Oceanía > Bosque de Aragón > Villa de Aragón > Nezahualcóyotl > Impulsora > Río de los Remedios > Múzquiz > Ecatepec > Olímpica > Plaza Aragón,Estimación modelada
738,1,Chapultepec,B,Olímpica,1 > B,San Lázaro,1,22,48.28,3.0,3.0,3.0,57.28,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio > Oceanía > Deportivo Oceanía > Bosque de Aragón > Villa de Aragón > Nezahualcóyotl > Impulsora > Río de los Remedios > Múzquiz > Ecatepec > Olímpica,Estimación modelada
739,1,Chapultepec,B,Ecatepec,1 > B,San Lázaro,1,21,46.23,3.0,3.0,3.0,55.23,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio > Oceanía > Deportivo Oceanía > Bosque de Aragón > Villa de Aragón > Nezahualcóyotl > Impulsora > Río de los Remedios > Múzquiz > Ecatepec,Estimación modelada
740,1,Chapultepec,B,Múzquiz,1 > B,San Lázaro,1,20,44.18,3.0,3.0,3.0,53.18,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio > Oceanía > Deportivo Oceanía > Bosque de Aragón > Villa de Aragón > Nezahualcóyotl > Impulsora > Río de los Remedios > Múzquiz,Estimación modelada
741,1,Chapultepec,B,Río de los Remedios,1 > B,San Lázaro,1,19,42.13,3.0,3.0,3.0,51.13,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio > Oceanía > Deportivo Oceanía > Bosque de Aragón > Villa de Aragón > Nezahualcóyotl > Impulsora > Río de los Remedios,Estimación modelada
742,1,Chapultepec,B,Impulsora,1 > B,San Lázaro,1,18,40.08,3.0,3.0,3.0,49.08,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio > Oceanía > Deportivo Oceanía > Bosque de Aragón > Villa de Aragón > Nezahualcóyotl > Impulsora,Estimación modelada
743,1,Chapultepec,B,Nezahualcóyotl,1 > B,San Lázaro,1,17,38.03,3.0,3.0,3.0,47.03,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio > Oceanía > Deportivo Oceanía > Bosque de Aragón > Villa de Aragón > Nezahualcóyotl,Estimación modelada
744,1,Chapultepec,B,Villa de Aragón,1 > B,San Lázaro,1,16,35.98,3.0,3.0,3.0,44.98,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio > Oceanía > Deportivo Oceanía > Bosque de Aragón > Villa de Aragón,Estimación modelada
745,1,Chapultepec,B,Bosque de Aragón,1 > B,San Lázaro,1,15,33.93,3.0,3.0,3.0,42.93,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio > Oceanía > Deportivo Oceanía > Bosque de Aragón,Estimación modelada
746,1,Chapultepec,B,Deportivo Oceanía,1 > B,San Lázaro,1,14,31.88,3.0,3.0,3.0,40.88,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio > Oceanía > Deportivo Oceanía,Estimación modelada
747,1,Chapultepec,B,Oceanía,1 > B,San Lázaro,1,13,29.83,3.0,3.0,3.0,38.83,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio > Oceanía,Estimación modelada
748,1,Chapultepec,B,Romero Rubio,1 > B,San Lázaro,1,12,27.78,3.0,3.0,3.0,36.78,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón > Romero Rubio,Estimación modelada
749,1,Chapultepec,B,Ricardo Flores Magón,1 > B,San Lázaro,1,11,25.73,3.0,3.0,3.0,34.73,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Ricardo Flores Magón,Estimación modelada
750,1,Chapultepec,B,San Lázaro,1 > B,San Lázaro,1,10,23.68,3.0,3.0,3.0,32.68,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro,Estimación modelada
751,1,Chapultepec,B,Morelos,1 > B,San Lázaro,1,11,25.73,3.0,3.0,3.0,34.73,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Morelos,Estimación modelada
752,1,Chapultepec,B,Tepito,1 > B,San Lázaro,1,12,27.78,3.0,3.0,3.0,36.78,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Salto del Agua > Isabel la Católica > Pino Suárez > Merced > Candelaria > San Lázaro > Morelos > Tepito,Estimación modelada
753,1,Chapultepec,B,Lagunilla,1 > 3 > B,Balderas > Guerrero,2,9,21.97,6.0,6.0,3.0,36.97,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero > Garibaldi/Lagunilla > Lagunilla,Estimación modelada
754,1,Chapultepec,B,Garibaldi/Lagunilla,1 > 3 > B,Balderas > Guerrero,2,8,19.92,6.0,6.0,3.0,34.92,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero > Garibaldi/Lagunilla,Estimación modelada
755,1,Chapultepec,B,Guerrero,1 > 3 > B,Balderas > Guerrero,2,7,17.87,6.0,6.0,3.0,32.87,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero,Estimación modelada
756,1,Chapultepec,B,Buenavista,1 > 3 > B,Balderas > Guerrero,2,8,19.92,6.0,6.0,3.0,34.92,Chapultepec > Sevilla > Insurgentes > Cuauhtémoc > Balderas > Juárez > Hidalgo > Guerrero > Buenavista,Estimación modelada
757,1,Chapultepec,12,Mixcoac,1 > 7 > 12,Tacubaya > Mixcoac,2,5,14.89,6.0,6.0,3.0,29.89,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac,Estimación modelada
758,1,Chapultepec,12,Insurgentes Sur,1 > 7 > 12,Tacubaya > Mixcoac,2,6,17.1,6.0,6.0,3.0,32.1,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur,Estimación modelada
759,1,Chapultepec,12,Hospital 20 de Noviembre,1 > 7 > 12,Tacubaya > Mixcoac,2,7,19.31,6.0,6.0,3.0,34.31,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre,Estimación modelada
760,1,Chapultepec,12,Zapata,1 > 7 > 12,Tacubaya > Mixcoac,2,8,21.52,6.0,6.0,3.0,36.52,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata,Estimación modelada
761,1,Chapultepec,12,Parque de los Venados,1 > 7 > 12,Tacubaya > Mixcoac,2,9,23.73,6.0,6.0,3.0,38.73,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados,Estimación modelada
762,1,Chapultepec,12,Eje Central,1 > 7 > 12,Tacubaya > Mixcoac,2,10,25.94,6.0,6.0,3.0,40.94,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central,Estimación modelada
763,1,Chapultepec,12,Ermita,1 > 7 > 12,Tacubaya > Mixcoac,2,11,28.15,6.0,6.0,3.0,43.15,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita,Estimación modelada
764,1,Chapultepec,12,Mexicaltzingo,1 > 7 > 12,Tacubaya > Mixcoac,2,12,30.36,6.0,6.0,3.0,45.36,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita > Mexicaltzingo,Estimación modelada
765,1,Chapultepec,12,Atlalilco,1 > 7 > 12,Tacubaya > Mixcoac,2,13,32.57,6.0,6.0,3.0,47.57,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita > Mexicaltzingo > Atlalilco,Estimación modelada
766,1,Chapultepec,12,Culhuacán,1 > 7 > 12,Tacubaya > Mixcoac,2,14,34.79,6.0,6.0,3.0,49.79,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita > Mexicaltzingo > Atlalilco > Culhuacán,Estimación modelada
767,1,Chapultepec,12,San Andrés Tomatlán,1 > 7 > 12,Tacubaya > Mixcoac,2,15,37.0,6.0,6.0,3.0,52.0,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita > Mexicaltzingo > Atlalilco > Culhuacán > San Andrés Tomatlán,Estimación modelada
768,1,Chapultepec,12,Lomas Estrella,1 > 7 > 12,Tacubaya > Mixcoac,2,16,39.21,6.0,6.0,3.0,54.21,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita > Mexicaltzingo > Atlalilco > Culhuacán > San Andrés Tomatlán > Lomas Estrella,Estimación modelada
769,1,Chapultepec,12,Calle 11,1 > 7 > 12,Tacubaya > Mixcoac,2,17,41.42,6.0,6.0,3.0,56.42,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita > Mexicaltzingo > Atlalilco > Culhuacán > San Andrés Tomatlán > Lomas Estrella > Calle 11,Estimación modelada
770,1,Chapultepec,12,Periférico Oriente,1 > 7 > 12,Tacubaya > Mixcoac,2,18,43.63,6.0,6.0,3.0,58.63,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita > Mexicaltzingo > Atlalilco > Culhuacán > San Andrés Tomatlán > Lomas Estrella > Calle 11 > Periférico Oriente,Estimación modelada
771,1,Chapultepec,12,Tezonco,1 > 7 > 12,Tacubaya > Mixcoac,2,19,45.84,6.0,6.0,3.0,60.84,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita > Mexicaltzingo > Atlalilco > Culhuacán > San Andrés Tomatlán > Lomas Estrella > Calle 11 > Periférico Oriente > Tezonco,Estimación modelada
772,1,Chapultepec,12,Olivos,1 > 7 > 12,Tacubaya > Mixcoac,2,20,48.05,6.0,6.0,3.0,63.05,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita > Mexicaltzingo > Atlalilco > Culhuacán > San Andrés Tomatlán > Lomas Estrella > Calle 11 > Periférico Oriente > Tezonco > Olivos,Estimación modelada
773,1,Chapultepec,12,Nopalera,1 > 7 > 12,Tacubaya > Mixcoac,2,21,50.26,6.0,6.0,3.0,65.26,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita > Mexicaltzingo > Atlalilco > Culhuacán > San Andrés Tomatlán > Lomas Estrella > Calle 11 > Periférico Oriente > Tezonco > Olivos > Nopalera,Estimación modelada
774,1,Chapultepec,12,Zapotitlán,1 > 7 > 12,Tacubaya > Mixcoac,2,22,52.47,6.0,6.0,3.0,67.47,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita > Mexicaltzingo > Atlalilco > Culhuacán > San Andrés Tomatlán > Lomas Estrella > Calle 11 > Periférico Oriente > Tezonco > Olivos > Nopalera > Zapotitlán,Estimación modelada
775,1,Chapultepec,12,Tlaltenco,1 > 7 > 12,Tacubaya > Mixcoac,2,23,54.68,6.0,6.0,3.0,69.68,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita > Mexicaltzingo > Atlalilco > Culhuacán > San Andrés Tomatlán > Lomas Estrella > Calle 11 > Periférico Oriente > Tezonco > Olivos > Nopalera > Zapotitlán > Tlaltenco,Estimación modelada
776,1,Chapultepec,12,Tláhuac,1 > 7 > 12,Tacubaya > Mixcoac,2,24,56.89,6.0,6.0,3.0,71.89,Chapultepec > Juanacatlán > Tacubaya > San Pedro de los Pinos > San Antonio > Mixcoac > Insurgentes Sur > Hospital 20 de Noviembre > Zapata > Parque de los Venados > Eje Central > Ermita > Mexicaltzingo > Atlalilco > Culhuacán > San Andrés Tomatlán > Lomas Estrella > Calle 11 > Periférico Oriente > Tezonco > Olivos > Nopalera > Zapotitlán > Tlaltenco > Tláhuac,Estimación modelada
